ENGLISH_NAME,KOREAN_NAME,IATA_CODE,ICAO_CODE
General Servando Canales International Airport,제너랄 세르반도 캐널즈 국제공항,MAM,MMMA
Guadelupe Victoria Airport,과달루페 빅토리아 공항,DGO,MMDO
Guerrero Negro Airport,게레로네그로 공항,GUB,MMGR
Huejotsingo Airport ( Hermanos Serdan International ),후에조트싱고 공항  ( 허마노스 시르단 ),PBC,MMPB
Ing. Fernando Espinoza Gutierrez International Airport,잉 페르난도 에스피노자 구이티레즈 국제공항,QET,MMQT
La Calera Airport (Zacatecas International ),라 칼레라 공항 (사카테카스 국제공항),ZCL,MMZC
Las Bajadas Airport,라 바자다스 공항,VER,MMVR
Lazaro Cardenas Airport,라자로 카르데나스 공항,LZC,MMLC
Lic. Adolfo Lopez Mateos International Airport,릭 아돌포 로페즈 마테오즈 국제공항,TLC,MMTO
Lic. Jesus Teran Peredo International Airport,릭 지저스 테란 페러두 국제공항,AGU,MMAS
Colima Airport,콜리마 공항,CLQ,MMIA
Lic. y Gen. Ignacio Lopez Rayon Airport,릭 y 제너럴 이그냐시오 로페즈 라온 공항,UPN,MMPN
Licenciado Gustavo Dia Ordaz International,릭 구스타보 디아 오르다즈 공항,PVR,MMPR
Lie Manuel Crescencio Rejon Airport ( Merida International ),리에 마뉴엘 크레센시오 레종 공항  ( 메리다 국제공항 ),MID,MMMD
Lliano San Juan Airport ( Francisco Sarabia National ),릴리아노 산 후안 공항  ( 프란시스코 사라비아 ),,
Loreto International Airport,로레토 국제공항,LTO,MMLT
Los Cabos Airport,로스 카보 공항,SJD,MMSD
Miguel Hidalgo Airport,미구엘 히달고 공항,GDL,MMGL
Minatitlan / Coatzacoalcos National Airport,미나티틀란 코아차콜코스 내셔널 공항,MTT,MMMT
Piedras Negras International Airport,피에드라네그라 국제공항,PDS,MMPG
Plan de Guadalupe International Airport,플랜 데 과달루프 국제공항,SLW,MMIO
Playa de Oro International Airport,플라야 데 오로 국제공항,ZLO,MMZO
Ponciano Arriaga International Airport,폰시아노 아리아가 국제공항,SLP,MMSP
Puerto Escondido International Airport,푸에르토에스칸디도 국제공항,PXM,MMPS
Quetzalcoatl International Airport,케첼코울 국제공항,NLD,MMNL
Tapachula International Airport,타파출라 국제공항,TAP,MMTP
Venustiano Carranza International Airport,비너스티아노 카란자 국제공항,LOV,MMMV
Xoxocotlan Airport,속소코탄 공항,OAX,MMOX
Zihuatanejo International Airport,지오아타네호 국제공항,ZIH,MMZH
F.D. Roosevelt Airport,F.D 루즈벨트 공항,EUX,TNCE
Flamingo International Airport (Bonaire International Airport ),플라밍고 국제공항 (보네르 국제공항),BON,TNCB
Hato International Airport  (Curacao International Airport),하토 국제공항 ( 쿠라초 국제공항),CUR,TNCC
Juancho Yrauskin Airport,주안초 이라우스킨 공항,SAB,TNCS
Princess Juliana International Airport (formerly Grand Case Airport),프린세스 훌리아나 국제공항(구 그랑케이스 공항),SXM,TNCM
Augusto C. Sandino Airport ( Managua International ),아우구스토 C. 산디모 공항  ( 마나구와 국제공항 ),MGA,MNMG
Bonanza Airport,보난자 공항,BZA,MNBZ
Enrique Malek Airport,엔리케 말렉 공항,DAV,MPDA
Paitilla Airport ( Marcos A. Gelabert International ),파이틸라 공항  ( 마르코스 A. 젤라베르트 ),PAC,MPMG
Tocumen lnternational Airport ( General Omar Torrijos Herrera International ),토쿠먼 국제 공항  ( 제너랄 오마르 토리조스 ),PTY,MPTO
Alejo Garcia Airport,알레죠 가르시아 공항,AGT,SGES
Ayolas Airport,아욜라스 공항,AYO,SGAY
Filadelfia Airport,필라델피아 공항,FLM,SGFI
Mariscal Estigarribia Airport,마리스칼 에스티가리비아 공항,ESG,SGME
Mariscal Francisco Solano Lopez Airport,마리샬 프란치스코 솔라노 로페즈 공항,CIO,SGCO
Pilar Airport,필라르 공항,PIL,SGPI
Silvio Pettirossi Airport,실비오 페트로씨 공항,ASU,SGAS
Teniente Prim Alarcon Airport,테니엔테 프림 알락손 공항,ENO,SGEN
Alerta Airport,알러타 공항,ALD,SPAR
Alferez FAP Alfredo Vladimir Sara Bauer Airport,알페레즈 FAP 알프레도 블라디미르 사라 바우어 공항,AOP,SPAS
Alferez FAP David Figueroa Fernandini Airport,알프레즈 FAP 다비드 휘게로아 페르만디니 공항,HUU,SPNC
Andahuaylas Airport,안다훼이라스 공항,ANS,SPHY
Bellavista Airport,벨라비스타 공항,,SPBS
Caballococha Airport,커벌로코카 공항,,SPBC
Capitan FAP Carlos Martinez de Pinillos Airport,카피탄 FAP 카를로스 마르티네즈 데 피닐로스 공항,TRU,SPRU
Capitan FAP Guillermo Concha Iberico Airport,카피탄 FAP 길레르모 콘챠 이베리코 공항,PIU,SPUR
Capitan FAP Leonardo Alvarino Herr Airport,카피탄 FAP 레오나르도 알바리리오 헤 공항,,SPRM
Capitan FAP Pedro Canga Rodriguez Airport,카피탄 FAP 페드로 캉가 로드리게즈 공항,TBP,SPME
Capitan FAP Renan Elias Olivera Airport,카피탄 FAP 레난 엘리아스 올리베라 공항,PIO,SPSO
Capitan FAP Victor Montes Arias,카피탄 FAP 빅토르 몬테즈 아리아스 공항,TYL,SPYL
Capitan Rolden Airport,카피탄 롤덴 공항,PCL,SPCL
Cesar Torque Podesta Airport,세자르 토르체 포데스타 공항,,SPEQ
Chachapoyas Airport,차차포야스 공항,CHH,SPPY
Comandante FAP German Arias Graziani Airport,코만단테 FAP 제르망 아리아즈 그라지아니 공항,ATA,SPHZ
Comandante FAP Guillermo del Castillo Paredes Airport,코만단테 FAP 길레르모 델 카스틸로 페레데 공항,TPP,SPST
Contamana Airport,콘터머나 공항,CTF,SPCM
Cornel Ruiz Airport,커널 루이즈 공항,CIX,SPHI
Coronel FAP Carlos Ciriani Santa Rosa Airport,카피탄 FAP 카를로스 치리아니 산타 로사 공항,TCQ,SPTN
Coronel Francisco Secada Airport,콜로널 프란치스코 세카다 공항,IQT,SPQT
El Pato Air Base,엘 파토 에어베이스,,SPTP
Francisco Carle Airport,프란치스코 카를레 공항,JAU,SPJJ
Huallaga Airport,후알랑가 공항,BLP,SPBL
Huancayo Airport,우앙카요 공항,,SPHU
Huanuco Viejo Airport,후아누코 비에조 공항,,SPHV
Iberia Airport,이베리아 공항,IBP,SPBR
Ilo Airport,엘로 공항,ILQ,SPLO
Inca Manco Capac International Airport,잉카 망코 카팍 국제공항,JUL,SPJL
Jorge Chavez International Airport,호르헤 샤베즈 국제공항,LIM,SPIM
Juan Simons Vela Airport,후안 시몬스 벨라 공항,RIJ,SPJA
Juanjui Airport,후안후이 공항,JJI,SPJI
Las Palmas Air Base,라스 팔마스 에어베이스,,SPLP
Major General FAP Armando Revoredo Iglesias Airport,메이저 제네랄 FAP 아르만도 로베레도 이글레시아스 공항,CJA,SPJR
Manuel Prado Ugarteche Airport,마뉴엘 프라도 유가테크 공항,,SPMF
Maria Reiche Neuman Airport,마리아 라이케 니우만 공항,NZA,SPZA
Mariano Melgar Airport,마리아노 멜가르 공항,,SPLC
Mayor FAP Guillermo Protset del Castillo Airport,매요 FAP 길레르모 프로세 델 카스틸로 공항,,SPVT
Moises Benzaquen Rengifo Airport,모이제 벤자쿠엔 렌지포 공항,YMS,SPMS
Moyobamba Airport,모요밤바 공항,MBP,SPBB
Padre Jose de Aldamiz International Airport,파드레 호세 드 알다미즈 국제공항,PEM,SPTU
Pampa Grande Airport,팜파 그랑데 공항,,SPJB
Quince Mil Airport,퀸스 밀 공항,UMI,SPIL
Requena Airport,리퀘나 공항,REQ,SPQN
Rodriguez Ballon Airport,로드리게즈 발롱 공항,AQP,SPQU
San Francisco Airport,샌프란시스코 공항,SQD,SPSF
San Isidoro Airport,산 이시도로 공항,,SPVR
San Juan Aposento Airport,산후안아포센토 공항,APE,SPAO
San Juan de Marcona Airport,산후안 데 마르코나 공항,SJA,SPJN
Rodriguez De Mendoza Airport,로드리거즈 데 맨도자 공항,RIM,SPLN
San Pablo Airport,샌 파블로 공항,SPO,SPSP
Santa Maria Airport,산타마리아 공항,SMG,SPMR
Satipo Airport,사띠포 공항,SFK,SPIP
Shiringayoc / Hacienda Mejia Airport,쉬링가옥 하쉬엔다 메지아 공항,,SPOV
Shiringayoc Airport,샤이린가욕 공항,SYC,SPSY
Shumba Airport,슘바 공항,,SPJE
Chimbote Airport ,침보테 공항,CHM,SPEO
Tingo Maria Airport,팅고마리아 공항,TGI,SPGM
Tnte. Gral. Gerardo Perez Pinedo Airport,테니엔테 제네랄 제라도 페레즈 페네도 공항,,SPAY
Tocache Airport,토마쉬 공항,TCG,SPCH
Trompeteros Airport,트롬페테로스 공항,,SPDR
Uchiza Airport,우치자 공항,UCZ,SPIZ
Velazco Astete Airport,벨라쵸 아스테테 공항,CUZ,SPZO
Yanamilla Airport,야나밀라 공항,AYP,SPHO
Benjamin Rivera Noriega Airport,벤쟈민 리베라 노리에가 공항,CPX,TJCP
Borinquen Airport,보링겐 공항,BQN,TJBQ
Diego Jimenez Torres Airport,디에조 지메네즈 토레즈 공항,FAJ,TJFA
Dorado Beach Airport,도라도 비치 공항,DDP,
Eugenio M. de Hostos Airport,에우제니오 M. 데 호스토스 공항,MAZ,TJMZ
Isla Grande Airport,이슬라 그란데 공항,SIG,TJIG
Luiz Munoz Marin International Airport,루이즈 뮈노스 마랭 국제공항,SJU,TJSJ
Mercedita Airport,메르세디타 공항,PSE,TJPS
Palmas del Mar Airport,팔마스 델 마 공항,PPD,
Rafael Hernandez Airport,라메이 공군기지,,
Roosevelt Roads Naval Station,루스벨트 로드 해군기지,JNR,TJNR
Vieques Airport (Antonio Rivera Rodriguez Airport),비케스 ( 안토니오 리베라 로드리게즈 ) 공항,VQS,TJVQ
Golden Rock Airport,골든 락 공항,SKB,TKPK
Vance W. Amory International Airport,반스 W. 아모리 국제공항,NEV,TKPN
Hewanorra Airport,헤와노라 공항,UVF,TLPL
George F. L. Charles Airport  (fomerly Vigie Airport),비기 공항,SLU,TLPC
Bequia Airport,베키아 공항,BQU,
Canouan Airport,케우안 공항,CIW,TVSC
E.T. Joshua Airport,E.T. 죠슈아 공항,SVD,TVSV
J.F. Mitchell Airport,J.F 미쉘 공항,BQU,TVSB
Mustique Airport,머스티크 공항,MQS,TVSM
Union Island Airport,유니언 아일랜드 공항,UNI,TVSU
Coronie Airport,코로니 공항,TOT,SMCO
Wageningen Airport,바게닝겐 공항,AGI,SMWA
Zanderij International Airport ( Johan Adolf Pengel International ),잰더리지 국제공항  ( 후안 아돌프 펜겔 ),PBM,SMJP
Zorg En Hoop Airport,호르헤 앙 후프 공항,ORG,SMZO
Crown Point International Airport,크라운 포인트 국제공항,TAB,TTCP
Piarco Airport,피아르코 공항,POS,TTPP
Grand Turk International Airport,그랜드터크 국제공항,GDT,MBGT
Providenciales International Airport,프로비던셜스 국제공항,PLS,MBPV
South Caicos International Airport,사우스케이코스 국제공항,XSC,MBSC
Artigas Airport,아르티가스 공항,ATI,SUAG
Capitan Corbeta CA Curbelo International Airport,캡튼 코르베타 CA 쿠르벨로 국제공항,PDP,SULS
Carrasco Airport,체러스코 공항,MVD,SUMU
Cerro Largo Airport,세로 라르고 공항,MLZ,SUMO
Colonia Airport,콜로니아 공항,CYR,SUCA
El Jaguel International Airport,엘 자구엘 국제공항,PDP,SUPE
Paysandu Airport,파이산두 공항,PDU,SUPU
Rivera International Airport,리베라 국제공항,RVY,SURV
Salto Airport,살토 공항,STY,SUSO
Durazno Airport,산타 베르날디나 국제공항,DZO,SUDU
Tacuarembo Airport,타쿠아렘보 공항,TAW,SUTB
Treinta y Tres Airport,트레인타이트레스 공항,TYT,SUTR
Vichadero Airport,비챠데로 공항,VCH,SUVO
Alberto Carnevalli Airport,알베르토 카네발리 공항,MRD,SVMD
Anaco Airport,아나코 공항,AAO,SVAN
Antonio Jose de Sucre Airport,안토니오 호세 데 소쉬르 공항,CUM,SVCU
Arturo Michelena International Airport,아우투로 마이클레나 국제공항,VLN,SVVA
Barinas Airport,바리나스 공항,BNS,SVBI
Barquisimeto Airport,바르케시마토 공항,BRM,SVBM
Bartolome Salom Airport,바톨로뮤 새럼 공항,PBL,SVPC
Caicara de Orinoco Airport,카이카라 데 오리노코 공항,CXA,SVCD
Calabozo Airport,칼라보조 공항,CLZ,SVCL
Canaima Airport,카나이마 공항,CAJ,SVCN
Carora Airport ( Ippokratis (Hippocrates) ),카로라 공항  ( 히포크라테스 ),VCR,SVCO
Carvajal Airport,카바잘 공항,VLV,SVVL
Casique Aramare Airport,캐시크 아라마레 공항,PYH,SVPA
Ciudad Bolivar Airport,치우다드 볼리바 공항,CBL,SVCB
El Dorado Airport,엘도라도 공항,EOR,SVED
El Libertador AB,엘 리베르타도 공군기지,MYC,SVBL
El Tigre Airport,엘 티그르 공항,SOM,SVST
Elorza Airport,엘로자 공항,EOZ,SVEZ
Gen. Jose Antonio Anzoategui International Airport,제너널 호세 안토니오 안조아테귀 공항,BLA,SVBC
General Jose Francisco Bermudez Airport,제너랄 호세 프랜시스코 버뮤데즈 공항,CUP,SVCP
Caribbean International Airport (General Santiago Marino Airport ),제너랄 산티아고 마리노 공항,PMV,SVMG
Generalissimo Francisco de Miranda Airbase ( Odysseas Elytis ),제너랄시모 프란치스코 데 미란다 공군기지  ( 오딧세이 일레티스 ),,SVFM
Guanare Airport,과나레 공항,GUQ,SVGU
Guiria Airport,구이리아 공항,GUI,SVGI
Icabaru Airport,이카바루 공항,ICA,SVIC
Jose Leonardo Chirinos Airport,호세 레오날도 치리노스 공항,CZE,SVCR
Josefa Camejo Airport,호세파 카메조 공항,LSP,SVJC
Juan Pablo Perez Alfonso Airport,후안 파블로 페레즈 알폰소 공항,VIG,SVVG
Kamarata Airport,카마라타 공항,KTV,SVKM
Kavanayen Airport,카바나엔 공항,KAV,SVKA
L. Delicias Airport,L 델리시아스 공항,STB,SVSZ
La Chinita Airport,라 치니타 공항,MAR,SVMC
La Fria Airport,라 프리아 공항,LFR,SVLF
Las Flecheras Airport,라스 플레취라스 공항,SFD,SVSR
Manuel Carlos Piar Guayana Airport,마뉴엘 카를로스 피아르 구이아나 공항,PZO,SVPR
Mariscal Sucre Airport,마리스칼 수쿠레 공항,,
Mayo Guerrero Airport,매요 구에레로 공항,STD,SVSO
Oro Negro Airport,오로 니그로 공항,CBS,SVON
Acarigua Airport,오스왈도 구에바라 뮤지카 공항,AGV,SVAC
Palmarito Airport,팔마리토 공항,PMT,SVPT
Paramillo Airport,팔마랄로 공항,SCI,SVPM
Quiriquire Airport,퀸콰이레 공항,MUN,SVMT
San Antonio International Airport  ( Dionysios Solomos ),샌 안토니오 국제공항  ( 디오니소스 솔로모스 ),SVZ,SVSA
Santa Elena de Uairen Airport,산타 엘레나 데 우애런 공항,SNV,SVSE
Simon Bolivar International Airport (Maiquetia International ),시몬 볼리바 국제공항 (마르께띠아),CCS,SVMI
Sub Teniente Nestor Arias Airport,섭 테니엔트 네스터 아리아스 공항,SNF,SVSP
Tucupita Airport,투쿠피타 공항,TUV,SVTC
Tumeremo Airport,투메레모 공항,TMO,SVTM
Uriman Airport,율리만 공항,URM,SVUM
Vare Maria Airport,바레 마리아 공항,GDO,SVGD
Henry E. Rohlsen Airport (formely Alexander Hamilton Airport),헨리 E 롤슨 공항 (구>알렉산더 해밀튼 공항),STX,TISX
Cyril E. King Airport,시릴 E. 킹 공항,STT,TIST
Charlotte Analie Harbor Seaplane Base (St. Thomas Seapalne Base ),샤롯 아말리에 하버 공항 (세인트토마스 시플레인 베이스),SPB,
Bagram Air Base,바그람 에어베이스,,OAIX
Bamyan Airport,바미얀 공항,BIN,OABN
Bost Airport,보스트 공항,BST,OABT
Chakhcharan Airport,착차란 공항,CCN,OACC
Darwaz Airport,다르와즈 공항,DAZ,OADZ
Faizabad Airport,파이자바드 공항,FBD,OAFZ
Farah Airport,파라 공항,FAH,OAFR
Herat Airport,헤랏 공항,HEA,OAHR
Jalalabad Airport,잘라라바드 공항,JAA,OAJL
Kandahar Airport,칸다하르 공항,KDH,OAKN
Khost Airport,코스트 공항,KHT,OAKS
Khwahan Airport,크와한 공항,KWH,OAHN
Khwaja Rawash Airport ( Kabul International ),크와자 라와시 공항  ( 카불 국제공항 ),KBL,OAKB
Kunduz Airport,쿤두스 공항,UND,OAUZ
Maimana Airport,마이마나 공항,MMZ,OAMN
Mazar Airport,미자 공항,MZR,OAMS
Qala  i Naw Airport,콸라나우 공항,LQN,OAQN
Sheghnan Airport,세그난 공항,SGA,OASN
Tereen Airport,테란 공항,TII,OATN
Zaranj Airport,자랑지 공항,ZAJ,OAZJ
Ain Arnat Airport,아인 아낫 공항,QSF,DAAS
Ain Beida Airport,아인 바이다 공항,OGX,DAUU
Ain Eddis Airport,아인 아디스 공항,BUJ,DAAD
Ain el Bey Airport ( formerly Mohamed Boudiaf International ),아인 엘 베이 공항  ( 구 > 무하메드 부디아프 ),CZL,DABC
Batna Airport,바트나 공항,BLJ,DABT
Biskra Airport,비스크라 공항,BSK,DAUB
Blida Airport,블리다 공항,QLD,DAAB
Bordj Mokhtar Airport,보 목타르 공항,BMW,DATM
Bouchekif Airport,부체키프 공항,TID,DAOB
Boufarik Airport,브파릭 공항,QFD,DAAK
Ech Cheliff Airport,에치 체리프 공항,CFK,DAOI
El Golea Airport,엘고레아 공항,ELG,DAUE
Es Senia Airport,에 세니아 공항,ORN,DAOO
Ghriss Airport,기리스 공항,MUW,DAOV
Guemar Airport,궤마 공항,ELU,DAUO
Houari Boumediene Airport,훼리 부미딘 공항,ALG,DAAG
Illizi Airport,일리치 공항,VVZ,DAAP
In Amenas Airport (Zarzaitine Airport ),인 아메나스 공항,IAM,DAUZ
In Guezzam Airport,인구에잠 공항,INF,DATG
In Salah Airport,인살라 공항,INZ,DAUI
Inedbirenne Airport ( Tiska ),인바이런 공항  ( 티스카 ),DJG,DAAJ
Jijel / Ferhat Abbas Airport,지젤 퍼헷 하버스 공항,GJL,DAAV
Laghouat L'mekrareg Airport,로후앗 미크렉 공항,LOO,DAUL
Leger Airport (Bechar Ouakda),레저 공항 (베샤르 우아크다),CBH,DAOR
Les Salines Airport ( El Mellah (Rabah Bitat) ),레 살린 공항  ( 엘 멜라 라바 비타 ),AAE,DABB
Noumerate Airport ( Moufdi Zakaria ),뉴머레이트 공항  ( 모프디 자카리아 ),GHA,DAUG
Oued Irara Airport ( Krim Belkacem ),? 이라야 공항  ( 크림 벨카셈 ),HME,DAUH
Relizane Airport,릴리자네 공항,QZN,DAAZ
Skikda Airport,스킥다 공항,SKI,DABP
Soummam Airport,수우맘 공항,BJA,DAAE
Tafaraoui Airport,타파루이 공항,TAF,DAOL
Tamanrasset Airport,타만라셋 공항,TMR,DAAT
Tebessa Airport,테싸 공항,TEE,DABS
Tilrempt Airport,틸럽트 공항,HRM,DAFH
Timimoun Airport,티미먼 공항,TMX,DAUT
Tindouf Airport,틴도프 공항,TIN,DAOF
Touat Airport,투앗 공항,AZR,DAUA
Touggourt Sidi Madhi Airport,투구트 시디 마디 공항,TGR,DAUK
Tsletsi Airport,츨리치 공항,QDJ,DAFI
Zenata Airport,제너타 공항,TLM,DAON
4 de Fevereiro Airport,4 드 페브레이로 공항,LAD,FNLU
Ambriz Airport,암브리즈 공항,AZZ,FNAM
Cabinda Airport,카빈다 공항,CAB,FNCA
Cafunfo Airport,카푼포 공항,CFF,FNCF
Catumbela Airport,카툼베라 공항,CBT,FNCT
Cazombo Airport,카좀바 공항,CAV,FNCZ
Cuito Cuanavale Airport,퀴토 쿠아나베일 공항,CTI,FNCV
Dundo Airport,던도 공항,PGI,FNCH
General V. Deslandes Airport,제네널 V. 데스란데스 공항,BUG,FNBG
Huambo Airport,후암보 공항,NOV,FNHU
Kuito Airport,쿠이토 공항,SVP,FNKU
Lubango Airport,루방고 공항,SDD,FNUB
Luena Airport,루에나 공항,LUO,FNUE
Malanje Airport,말랑지 공항,MEG,FNMA
Mbanza Congo Airport,엠반자콩고 공항,SSY,FNBC
Menongue Airport,메농구 공항,SPP,FNME
Namibe Airport,나미비 공항,MSZ,FNMO
Negage Airport,네기지 공항,GXG,FNNG
Ngiva Airport,니지바 공항,NGV,FNGI
N'zeto Airport,엔제토 공항,ARZ,FNZE
Porto Amboim Airport,포르토암보임 공항,PBN,FNPA
Saurimo Airport,사우리모 공항,VHC,FNSA
Soyo Airport,소요 공항,SZA,FNSO
Uige Airport,우이게 공항,UGO,FNUG
Waco Kungo Airport,와코쿤고 공항,CEO,FNWK
